,links,title
13,https://www.technologyreview.com/2023/08/30/1078670/large-language-models-arent-people-lets-stop-testing-them-like-they-were/,Large language models aren't people. Let's stop testing them as if ...
14,https://www.xda-developers.com/microsoft-killing-visual-studio-mac/,Microsoft is killing Visual Studio for Mac next year - XDA Developers
15,https://analyticsindiamag.com/googles-6-2-bn-missed-ai-opportunity/,Google's $6.2 Bn Missed AI Opportunity - Analytics India Magazine
16,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/an-inside-look-at-how-businesses-are-or-not-managing-ai-risk,An inside look at how businesses areâ€”or are notâ€”managing AI risk
17,https://analyticsindiamag.com/top-5-llm-benchmarks/,Top 5 LLM Benchmarks - Analytics India Magazine
18,https://www.ft.com/content/33686cb6-d774-4868-a43b-4bc8975aff7f,Adani shares slide and politicians demand action after reports on ...
19,https://www.thehindubusinessline.com/news/national/special-session-of-parliament-from-sept-17-22/article67255245.ece,"Special session of Parliament may see bills for One Nation-One Election, Women Reservation"
20,https://www.livemint.com/technology/tech-news/when-they-sold-to-fbi-twitter-founder-jack-quits-instagram-elon-musk-reacts-11692346526499.html,"â€˜When they sold to FBIâ€¦â€™: Twitter founder Jack Dorsey quits Instagram, Elon Musk reacts | Mint"
21,https://www.forbes.com/sites/eriklarson/2023/08/07/three-decision-centric-questions-to-clarify-chatgpt-hype-and-guide-your-ai-strategy/,Three Decision-Centric Questions To Clarify ChatGPT Hype And Guide Your AI Strategy
22,https://www.technologyreview.com/2023/07/20/1076536/roundtables-launch-technology-conversations/,"Introducing MIT Technology Review Roundtables, real-time ..."
23,https://www.technologyreview.com/2023/07/25/1076532/generative-ai-is-empowering-the-digital-workforce/,Generative AI is empowering the digital workforce | MIT Technology ...
24,https://indianexpress.com/article/technology/tech-news-technology/researchers-successfully-train-deep-learning-model-to-steal-data-from-keyboard-keystrokes-8879187/,Researchers successfully train deep learning model to steal data ...
25,https://www.business-standard.com/industry/news/from-ports-to-mines-gautam-adani-wants-all-its-businesses-to-go-green-123080600467_1.html,"From ports to mines, Gautam Adani wants all his businesses to go ..."
26,https://www.indiatoday.in/technology/news/story/elon-musk-and-mark-zuckerbergs-fight-will-be-streamed-live-on-twitter-now-x-2417059-2023-08-06,Elon Musk and Mark Zuckerberg's fight will be streamed live on ...
27,https://www.hindustantimes.com/cities/bengaluru-news/bengaluru-loses-rs-19-725-crore-annually-due-to-traffic-congestion-and-delays-says-traffic-expert-s-report-101691324355688.html,"Bengaluru suffers loss of â‚¹19,725 crore a year due to traffic woes ..."
28,https://www.hindustantimes.com/entertainment/others/amazon-founder-jeff-bezos-acknowledges-mrbeasts-1-billion-joke-101688530102873.html,"Amazon founder, Jeff Bezos acknowledges MrBeast's $1 Billion joke"
29,https://www.thehindu.com/news/cities/bangalore/cab-driver-blackmails-passenger-with-personal-details-she-discussed-on-phone-during-journey-in-bengaluru/article67149329.ece,Cab driver blackmails passenger into giving â‚¹82 lakh in Bengaluru
30,https://techcrunch.com/2023/07/30/walmart-flipkart-tiger-global/,Walmart pays $1.4 billion to buy Tiger Globalâ€™s remaining Flipkart stake
31,https://www.businessinsider.in/tech/news/top-meta-executive-said-the-companys-name-change-was-a-success-because-it-beat-out-coverage-of-the-facebook-papers-revelations/articleshow/102292346.cms,Top Meta executive said the company's name change was a success because it beat out coverage of the 'Facebook
32,https://www.hindustantimes.com/sports/football/cristiano-ronaldo-shatters-42-year-old-world-record-leaves-pele-in-his-wake-101690906415661.html,"Cristiano Ronaldo shatters 42-year-old world record, leaves Pele in his wake"
33,https://www.hindustantimes.com/world-news/elon-musks-x-sign-taken-down-from-san-francisco-headquarters-101690843236833.html,Elon Musk's â€˜Xâ€™ sign taken down from San Francisco headquarters
34,https://www.businessinsider.in/tech/news/tesla-was-so-swamped-with-complaints-about-driving-ranges-that-it-created-a-secret-team-to-cancel-owners-service-appointments-source-says/articleshow/102177028.cms,Tesla was so swamped with complaints about driving ranges that it created a secret team to cancel owners' serv
35,https://www.businessinsider.in/tech/news/twitter-abruptly-took-the-x-username-from-the-guy-who-originally-had-it-read-the-email-he-was-sent-offering-an-exclusive-visit-to-elon-musks-rebranded-x-hq-/articleshow/102149474.cms,Twitter abruptly took the @x username from the guy who originally had it. Read the email he was sent offering
36,https://indianexpress.com/article/explained/explained-sci-tech/scientist-claiming-to-have-found-alien-irked-peers-8859721/,https://indianexpress.com/article/explained/explained-sci-tech/scientist-claiming-to-have-found-alien-irked-peers-8859721/
37,https://www.businesstoday.in/technology/news/story/jack-dorseys-block-is-building-a-sci-fi-style-crypto-wallet-to-keep-bitcoin-safe-heres-how-it-works-390109-2023-07-18,Jack Dorsey's Block is building a sci-fi style crypto wallet to keep Bitcoin safe. Here's how it works
38,https://m.economictimes.com/news/international/us/googles-new-ai-tool-genesis-all-you-may-want-to-know/articleshow/102024686.cms,Googleâ€™s new AI tool 'Genesis': All you may want to know
39,https://www.businessinsider.in/tech/news/openai-executive-resigns-for-better-work-life-balance-anyone-with-young-children-and-a-super-intense-job-can-relate-to-that-tension/articleshow/102023214.cms,OpenAI executive resigns for better work-life balance: 'Anyone with young children and a super intense job can
40,https://www.technologyreview.com/2023/07/18/1076479/metas-latest-ai-model-is-free-for-all/,Metaâ€™s latest AI model is free for all
41,https://www.dnaindia.com/business/report-meet-bengaluru-woman-bsc-grad-started-business-from-garage-built-rs-30000-crore-empire-kiran-mazumdar-shaw-3048417,"Meet Bengaluru woman, a BSc grad, who started business from garage, built Rs 30,000 crore empire, her net"
42,https://www.business-standard.com/companies/news/air-india-ceo-visits-apple-hq-signs-deal-with-stanford-universit-123072100770_1.html,"Air India CEO visits Apple HQ, signs deal with Stanford University"
43,https://m.timesofindia.com/city/bengaluru/south-bluru-gets-12-screen-superplex/articleshow/102000492.cms,South Bâ€™luru gets 12-screen superplex
44,https://www.forbes.com/sites/quickerbettertech/2023/07/16/small-business-tech-roundup-openai-launches-gpt-4-api-for-everyone/,Small Business Tech Roundup: OpenAI Launches GPT-4 API For Everyone
45,https://www.technologyreview.com/2023/06/28/1075495/empowering-asias-citizens-the-generative-ai-opportunity-for-government/,Empowering Asia's citizens: The generative AI opportunity for ...
46,https://www.technologyreview.com/2023/06/22/1075405/the-people-paid-to-train-ai-are-outsourcing-their-work-to-ai/,The people paid to train AI are outsourcing their workâ€¦ to AI | MIT ...
47,https://www.technologyreview.com/2023/07/11/1076067/weather-forecasting-is-having-an-ai-moment/,Weather forecasting is having an AI moment | MIT Technology Review
48,https://www.ft.com/content/10a7dd73-9db5-4a01-9b49-199105a2d6c4,Peak social media: Trouble at Twitter | Financial Times
49,https://www.newindianexpress.com/cities/bengaluru/2023/jun/28/kempegowda-kengal-krishna--three-ks-who-built-bengaluru-2589217.html,https://www.newindianexpress.com/cities/bengaluru/2023/jun/28/kempegowda-kengal-krishna--three-ks-who-built-bengaluru-2589217.html
50,https://www.thehindu.com/news/cities/bangalore/there-are-houses-for-rent-in-bengaluru-but-too-many-conditions-apply/article66985129.ece,"There are houses for rent in Bengaluru, but too many conditions ..."
51,https://analyticsindiamag.com/draggan-is-finally-open-source/,DragGAN is Finally Open Source - Analytics India Magazine
52,https://interestingengineering.com/innovation/deepmind-introduces-self-improving-ai-model-called-robocat,DeepMind introduces self-improving AI model called RoboCat
53,https://analyticsindiamag.com/opensource-competitor-of-gpt-4-is-here/,Opensource Competitor Of GPT-4 Is Here - Analytics India Magazine
54,https://m.economictimes.com/industry/renewables/will-elon-musks-tesla-inc-now-follow-the-apple-cart-to-india/articleshow/100298459.cms,Will Elon Musk's Tesla Inc. now follow the 'Apple' cart to India?
55,https://economictimes.indiatimes.com/tech/technology/india-has-truly-embraced-chatgpt-sam-altman/articleshow/100826596.cms,India has truly embraced ChatGPT: OpenAI CEO Sam Altman
56,https://www.cnbc.com/2023/05/31/ai-poses-human-extinction-risk-sam-altman-and-other-tech-leaders-warn.html,"A.I. poses human extinction risk on par with nuclear war, Sam Altman and other tech leaders warn"
57,https://www.kdnuggets.com/2023/05/llm-apocalypse-revenge-open-source-clones.html,LLM Apocalypse Now: Revenge of the Open Source Clones ...
58,https://www.thehindu.com/sci-tech/science/giant-artificial-intelligence-high-modernism-diversity/article66896382.ece,What we lose when we work with a â€˜giant AIâ€™ like ChatGPT
59,https://www.bbc.com/news/world-us-canada-65735769,ChatGPT: US lawyer admits using AI for case research
60,https://techcrunch.com/2023/05/25/chatgpts-new-app-comes-out-of-the-gate-hot-tops-half-a-million-installs-in-first-6-days/,OpenAIâ€™s ChatGPT app tops 500K downloads in just 6 days
61,https://www.marktechpost.com/2023/05/11/7-cool-chatgpt-plugins-to-try-now/,7 Cool ChatGPT Plugins To Try Now
62,https://www.marktechpost.com/2023/05/11/7-cool-chatgpt-plugins-to-try-now/,7 Cool ChatGPT Plugins To Try Now
63,https://www.law.com/legaltechnews/2023/05/25/poll-result-there-should-be-no-pause-in-training-advanced-ai-models/,Poll Result: There Should Be No Pause in Training Advanced AI ...
64,https://www.cnn.com/2023/05/24/tech/twitter-desantis-meltdown/index.html,"Glitches, echoes and â€˜melting the serversâ€™ crash DeSantisâ€™ campaign launch on Twitter"
65,https://www.cnbctv18.com/lifestyle/myntra-launches-myfashiongpt-to-help-users-discover-outfits-through-conversations-16754161.htm,Myntra launches MyFashionGPT to help users discover outfits through conversations
66,https://www.businessinsider.com/apple-chatgpt-ai-app-store-tax-openai-ios-2023-5,Apple's tax on AI inventions has begun. It will cost OpenAI millions.
67,https://www.theverge.com/2023/5/16/23725256/microsoft-bing-chat-mobile-edge-integration-widget-features,"Microsoft's Bing Chat gets deeper Edge mobile integration, a widget ..."
68,https://www.technologyreview.com/2023/05/12/1072950/open-source-ai-google-openai-eleuther-meta/,The open-source AI boom is built on Big Techâ€™s handouts. How long will it last?
69,https://www.technologyreview.com/2023/05/12/1072992/the-download-open-vs-closed-ai-and-googles-uneasy-demo/,"The Download: open vs closed AI, and Googleâ€™s uneasy demo"
70,https://www.theverge.com/2023/5/12/23720731/google-io-2023-exclusive-sundar-pichai-search-generative-experience-ai-microsoft-bing-chatgpt,"Google's Sundar Pichai talks Search, AI, and dancing with Microsoft ..."
71,https://techcrunch.com/2023/05/14/u-s-tech-policy-must-keep-pace-with-ai-innovation/,US tech policy must keep pace with AI innovation | TechCrunch
72,https://techcrunch.com/2023/05/13/this-week-in-apps-google-i-o-2023-recap-android-apps-and-ai-twitters-new-ceo/,"This Week in Apps: Google I/O 2023 recap; Android, apps and AI ..."
73,https://www.gizmochina.com/2023/05/14/openai-rolls-out-chatgpt-plugins/,OpenAI rolling out ChatGPT plugins and Web Browsing beta for Plus ...
74,https://www.livemint.com/news/world/new-twitter-ceo-linda-yaccarino-excited-to-transform-social-media-platform-elon-musk-11684029327154.html,New Twitter CEO Linda Yaccarino discloses plan to build 'Twitter 2.0 ...
75,https://www.hindustantimes.com/trending/karnataka-assembly-election-2023-memes-take-over-twitter-as-congress-heads-toward-victory-in-karnataka-elections-2023-101683976161743.html,Memes take over as Karnataka election results 2023 announced
76,https://www.infoq.com/news/2023/05/hugging-face-starcoder/,"Hugging Face Releases StarCoder, the Next-Generation LLM for ..."
77,https://www.cnbc.com/2023/05/11/techs-new-business-model-do-more-with-less-.html,Tech's new business model: 'Do more with less'
78,https://www.dailymail.co.uk/news/article-12072569/Microsoft-freezes-pay-time-workers-fund-companys-shift-AI.html,Microsoft freezes pay for all full-time workers to fund the company's shift toward AI
79,https://www.lexology.com/library/detail.aspx?g=46030862-635e-4475-96a8-cde68ee7c845,Six Best Practices for Companies Using Generative AI (like DALL-E ...
80,https://www.theregister.com/2023/04/11/sims_ai_generation/,What if someone mixed The Sims with ChatGPT bots? It would look like this
81,https://www.businessinsider.in/tech/news/most-common-passwords-can-be-easily-cracked-by-ai-in-under-a-minute/articleshow/99379900.cms,AI chatbots are cracking the code: How PassGAN can break into 51 ...
82,https://www.livemint.com/news/world/google-amazon-find-it-virtually-impossible-to-lay-off-in-europe-here-s-why-11680754775994.html,"Google, Amazon find it 'virtually impossible' to lay off in Europe ... - Mint"
83,https://www.technologyreview.com/2023/03/29/1070432/china-ai-retro-photo-midjourney/,Chinese creators use Midjourneyâ€™s AI to generate retro urban â€œphotographyâ€
84,https://www.wired.com/story/unbelievable-zombie-comeback-analog-computing/,The Unbelievable Zombie Comeback of Analog Computing
85,https://techcrunch.com/2023/03/30/twitter-alternative-t2-launches-new-verification-program-hires-discord-engineering-head-as-cto/,"Twitter alternative T2 launches new verification program, hires Discord engineering head as CTO"
86,https://thehill.com/policy/technology/3905672-chatgpt-sends-shockwaves-across-college-campuses/,ChatGPT sends shockwaves across college campuses
87,https://nypost.com/2023/03/17/the-manipulative-way-chatgpt-gamed-the-captcha-test/,ChatGPT update tricks human into helping it bypass CAPTCHA security test
88,https://www.scientificamerican.com/article/quantum-computing-is-the-future-and-schools-need-to-catch-up/,"Quantum Computing Is the Future, and Schools Need to Catch Up"
89,https://www.vox.com/technology/2023/3/16/23642978/facebook-meta-layoffs-bad,Facebook parent Meta is doing layoffs all wrong
90,https://arstechnica.com/information-technology/2023/03/ai-imager-midjourney-v5-stuns-with-photorealistic-images-and-5-fingered-hands/,AI imager Midjourney v5 stuns with photorealistic imagesâ€”and 5-fingered hands
91,https://thehill.com/policy/technology/3904106-tiktok-ban-sale-joe-biden/,"Bidenâ€™s latest move against TikTok raises questions about ban, owner sale"
92,https://www.technologyreview.com/2023/02/09/1067821/design-thinking-retrospective-what-went-wrong/,Design thinking was supposed to fix the world. Where did it go ...
93,https://www.technologyreview.com/2023/03/14/1069823/gpt-4-is-bigger-and-better-chatgpt-openai/,GPT-4 is bigger and better than ChatGPTâ€”but OpenAI won't say ...
94,https://mashable.com/article/openai-gpt-4-how-to-sign-up,OpenAI's GPT-4: How to get access right now | Mashable
95,https://www.livemint.com/news/world/will-cut-foreign-aid-for-nikki-haley-s-warning-for-pakistan-china-11677380013130.html,"'Will cut foreign aid forâ€¦': Nikki Haley's warning for Pakistan, China ..."
96,https://techcrunch.com/2023/02/19/meta-verified-instagram-facebook/,Meta to sell blue badge on Instagram and Facebook as Zuckerberg borrows Muskâ€™s playbook
97,https://indianexpress.com/article/education/artificial-intelligence-how-engineering-students-prepare-jobs-of-future-ex-iit-director-explains-jee-main-advanced-8450358/,Hereâ€™s how BTech students can be future-ready in the age of AI? Ex-IIT director explains
98,https://www.firstpost.com/world/elon-musk-calls-chatgpt-a-danger-to-civilisation-says-not-what-he-intended-when-he-backed-openai-12171342.html,"Elon Musk calls ChatGPT a danger to civilisation, says not what he ..."
99,https://www.theverge.com/2023/2/15/23599072/microsoft-ai-bing-personality-conversations-spy-employees-webcams,"Microsoft's Bing is an emotionally manipulative liar, and people love ..."
100,https://www.theverge.com/2023/2/15/23599072/microsoft-ai-bing-personality-conversations-spy-employees-webcams,"Microsoft's Bing is an emotionally manipulative liar, and people love ..."
101,https://www.theverge.com/2023/2/16/23602759/youtube-ceo-susan-wojcicki-stepping-down-neal-mohan-google,YouTube CEO Susan Wojcicki steps down after nine years at the ...
102,https://www.nytimes.com/2023/02/16/technology/bing-chatbot-microsoft-chatgpt.html,Why a Conversation With Bingâ€™s Chatbot Left Me Deeply Unsettled
103,https://techcrunch.com/2023/02/10/google-is-losing-control/,Google is losing control
104,https://indianexpress.com/article/education/staying-relevant-in-chatgpt-era-ramgopal-rao-explains-8425637/,Staying relevant in ChatGPT era: Former IIT Delhi Director explains ...
105,https://www.hindustantimes.com/technology/even-if-you-are-creative-chatgpt-may-replace-you-so-iit-d-professor-s-advice-to-stay-relevant-101675611242482.html,"Even if you are creative, ChatGPT may replace you, soâ€¦ : IIT Delhi ..."
106,https://www.startupdaily.net/topic/artificial-intelligence-machine-learning/chatgpt-startup-failures-venture-capital-investment-advice/,"We asked ChatGPT to explain 9 epic startup failures, including FTX ..."
107,https://economictimes.indiatimes.com/opinion/et-commentary/view-the-social-impacts-of-ai-tool-chatgpt/articleshow/97232778.cms,https://economictimes.indiatimes.com/opinion/et-commentary/view-the-social-impacts-of-ai-tool-chatgpt/articleshow/97232778.cms
108,https://mashable.com/article/chatgpt-scary-uses,6 scary things ChatGPT has been used for already | Mashable
109,https://analyticsindiamag.com/openai-releases-paid-chatgpt-professional/,OpenAI Releases Paid ChatGPT Professional
110,https://www.gadgetsnow.com/tech-news/chatgpt-rolls-out-a-paid-version-for-42-per-month-what-it-offers-availability-and-more/articleshow/97241139.cms,ChatGPT may roll out a paid version for $42 per month - Gadgets Now
111,https://techcrunch.com/2022/12/28/twitter-down-outage/,Twitter suffered outage after Elon Musk made â€˜significantâ€™ backend server architecture changes
112,https://www.indiatoday.in/technology/news/story/bill-gates-elon-musk-twitter-takeover-digital-polarisation-worsening-stirring-things-2313550-2022-12-26,"Bill Gates speaks on Elon Musk's management style, says it is ..."
113,https://www.aljazeera.com/economy/2022/12/22/ftx-founder-bankman-frieds-colleagues-plead-guilty-to-fraud,FTX founder Bankman-Friedâ€™s colleagues plead guilty to fraud
114,https://techcrunch.com/2022/12/21/the-guardian-ransomware/,British newspaper The Guardian says itâ€™s been hit by ransomware
115,https://www.businessinsider.in/tech/news/googles-management-has-reportedly-issued-a-code-red-amid-the-rising-popularity-of-the-chatgpt-ai/articleshow/96407949.cms,Google's management has reportedly issued a 'code red' amid the rising popularity of the ChatGPT AI
116,https://economictimes.indiatimes.com/news/new-updates/no-lockdown-for-india-indians-have-stronger-immune-system-than-chinese-says-imas-dr-anil-goyal/articleshow/96421602.cms,"No Lockdown for India; Indians have stronger immune system than Chinese, says IMAâ€™s Dr Anil Goyal"
117,https://www.nytimes.com/2022/12/19/business/elon-musk-quit-twitter.html,Twitter Users Say Elon Musk Should Quit as Boss
118,https://www.inverse.com/innovation/nuclear-fusion-power-plant-predictions,When will fusion energy be available? Here's what 3 scientists predict
119,https://boingboing.net/2022/12/18/what-burning-man-looked-like-in-1963-as-imagined-by-ai.html,"What Burning Man looked like in 1963, as imagined by AI"
120,https://www.nytimes.com/2022/12/05/technology/chatgpt-ai-twitter.html,The Brilliance and Weirdness of ChatGPT
121,https://au.sports.yahoo.com/fifa-world-cup-2022-pele-brazil-legend-message-neymar-equals-goals-record-010417294.html,Pele's incredible act amid sad Neymar fallout for Brazil at World Cup
122,https://au.sports.yahoo.com/fifa-world-cup-2022-pele-development-doctors-update-brazil-legend-health-condition-215532397.html,Pele development comes as welcome news during FIFA World Cup
123,https://www.aljazeera.com/sports/2022/12/10/for-brazil-fans-sadness-is-too-much-after-world-cup-loss,"For Brazil fans, the â€˜sadness is too muchâ€™ after World Cup exit"
124,https://www.foxbusiness.com/technology/twitter-files-jack-dorsey-urges-elon-musk-james-baker-ouster-release-everything-without-filter,"Twitter Files: Jack Dorsey urges Elon Musk after James Baker ouster, 'Just release everything without filter'"
125,https://www.nytimes.com/2022/12/04/business/media/elon-musk-twitter-matt-taibbi.html,Elon Musk and Matt Taibbi Set Off Debate Over Release of Twitter Files
126,https://techcrunch.com/2022/12/02/elon-musk-vicariously-publishes-internal-emails-from-twitters-hunter-biden-laptop-drama/,Elon Musk vicariously publishes internal emails from Twitterâ€™s Hunter Biden laptop drama
127,https://www.nytimes.com/2022/11/21/technology/elon-musk-twitter-management.html,What Elon Musk Is Doing to Twitter Is What He Did at Tesla and SpaceX
128,https://www.cnbc.com/2022/11/21/qatar-world-cup-2022-teams-ax-pro-lgbtq-armbands-after-fifa-threats.html,'We are very frustrated': World Cup teams in Qatar ax pro-LGBTQ armbands after FIFA threat
129,https://www.cnn.com/2022/11/20/tech/twitter-elon-musk-trump/index.html,Twitter was already in disarray. Trump's return will only make it more chaotic
130,https://www.forbes.com/sites/paultassi/2022/11/20/twitters-broken-its-copyright-strike-system-users-are-uploading-full-movies/,"Twitterâ€™s Broken Its Copyright Strike System, Users Are Uploading Full Movies"
131,https://interestingengineering.com/health/black-boned-tiktokker,TikToker has discovered his bones are black - Here's why
132,https://interestingengineering.com/health/binge-eating-brain-stimulation,Two women stopped binge eating after their brains were stimulated with electricity
133,https://www.business-standard.com/article/current-affairs/nasa-s-mightiest-moon-rocket-blasts-off-50-years-after-apollo-programme-122111600620_1.html,NASA's mightiest moon rocket Artemis 1 blasts off 50 years after Apollo
134,https://www.business-standard.com/article/economy-policy/state-bank-of-india-sees-14-15-corporate-credit-growth-in-fy23-executive-122111601652_1.html,State Bank of India sees 14%-15% corporate credit growth in FY23: executive
135,https://www.ft.com/content/2ecc2819-d54c-4539-9c9d-e849cfe618ba,What Musk misses about how this generation works
136,https://www.nytimes.com/2022/11/16/sports/soccer/world-cup-migrant-workers.html,Migrant Workers Are the Qatar World Cupâ€™s Forgotten Team
137,https://www.usatoday.com/story/tech/2022/11/14/twitter-parody-accounts-cause-chaos/10696646002/,Twitter blue parody accounts flood the platform after new subscription service rollout
138,https://www.washingtonpost.com/technology/2022/11/13/dan-odowd-challenges-tesla-musk/,The tech CEO spending millions to stop Elon Musk
139,https://www.forbes.com/sites/brianbushard/2022/11/11/kari-lake-lockheed-martin-and-eli-lilly-here-are-the-companies-celebrities-and-politicians-impersonated-in-twitter-blue-chaos/,"Kari Lake, Lockheed Martin And Eli Lillyâ€”Here Are The Companies, Celebrities And Politicians Impersonated In Twitter Blue Chaos"
140,https://economictimes.indiatimes.com/markets/stocks/news/billions-of-dollars-lost-how-twitter-blue-troubled-investors-on-wall-street/articleshow/95474009.cms,Billions of dollars lost! How Twitter Blue troubled investors on Wall Street
141,https://www.ndtv.com/world-news/did-firms-lose-billions-due-to-fake-twitter-accounts-with-blue-tick-theories-viral-amid-elon-musks-overdrive-3515212,Did Firms Lose Billions Due To Fake Twitter Accounts With Blue Tick? Theories Fly
142,https://m.timesofindia.com/videos/toi-original/twitter-suspends-its-blue-tick-for-8-plan-after-fake-accounts-get-verified-hit-companies-like-eli-lilly/videoshow/95473671.cms,"Twitter suspends its 'blue tick' for $8 plan after fake accounts get verified, hit companies like Eli Lilly"
143,https://www.business-standard.com/article/international/world-s-biggest-democracies-sound-warning-on-twitter-blue-checks-122111200072_1.html,World's biggest democracies sound warning on Twitter blue checks
144,https://www.indiatvnews.com/technology/news/seeing-grey-badge-in-your-twitter-profile-here-s-what-it-means-2022-11-11-823054,Seeing 'Grey Badge' in your Twitter profile? Here's what it means
145,https://www.ndtv.com/world-news/as-jesus-and-george-washington-get-verified-on-twitter-elon-musks-solution-3511385,"As Jesus And George Washington Get 'Verified' On Twitter, Elon ..."
146,https://www.theverge.com/2022/11/11/23451931/elon-musk-twitter-bankrupt-verification-ftc,Elon Musk learns the hard way that being a Twitter troll is way more ...
147,https://indianexpress.com/article/technology/gaming/fifa-23-world-cup-2022-update-coming-tomorrow-what-to-expect-8256694/,FIFA 23 World Cup 2022 update coming tomorrow: What to expect
148,https://www.cnn.com/2022/11/07/tech/kathy-griffin-twitter/index.html,Kathy Griffin suspended from Twitter for impersonating Elon Musk
149,https://www.seroundtable.com/google-search-ranking-algorithm-update-november-4th-and-5th-34365.html,Google Search Ranking Algorithm Update November 4th and 5th - Unconfirmed
150,https://www.cnbctv18.com/technology/jack-dorsey-bluesky-and-other-social-media-platforms-gain-users-after-elon-musk-takeover-of-twitter-15100321.htm,Elon Musk haters are not just heading to Jack Dorsey's Bluesky â€” Here are 5 alternatives to Twitter
151,https://www.deccanherald.com/city/top-bengaluru-stories/houses-turn-into-florist-dens-in-blurus-wilson-garden-1160024.html,Houses turn into florist dens in B'luru's Wilson Garden
152,https://www.deccanherald.com/city/mallikarjun-kharge-gets-rousing-welcome-in-bengaluru-1159903.html,Mallikarjun Kharge gets rousing welcome in Bengaluru
153,https://www.ndtv.com/offbeat/twitter-layoffs-25-year-old-mans-post-after-getting-fired-from-twitter-wins-internet-3490013,25-Year-Old Man's Post After Getting Fired From Twitter Wins Internet
154,https://economictimes.indiatimes.com/tech/technology/twitter-lays-off-entire-teams-in-india-other-employees-await-confirmation/articleshow/95305988.cms,https://economictimes.indiatimes.com/tech/technology/twitter-lays-off-entire-teams-in-india-other-employees-await-confirmation/articleshow/95305988.cms
155,https://www.indiatoday.in/technology/news/story/elon-musk-new-rule-for-twitter-employees-work-12-hours-a-day-7-days-a-week-or-get-fired-2292072-2022-11-01,"Elon Musk new rule for Twitter employees: Work 12 hours a day, 7 days a week or get fired"
156,https://www.theatlantic.com/ideas/archive/2022/11/elon-musk-twitter-regulations-legal-battles/671946/,The Cold Dose of Reality Awaiting Elon Musk
157,https://www.livemint.com/news/india/elon-musk-s-indian-friend-defends-tesla-ceo-after-parag-agrawal-gets-sacked-11667286760897.html,Elon Muskâ€™s Indian friend defends Tesla CEO after Parag Agrawal gets sacked
158,https://swarajyamag.com/tech/elon-musk-ropes-in-indian-american-technology-executive-sriram-krishnan-to-revamp-twitter,Elon Musk Ropes In Indian-American Technology Executive Sriram Krishnan To Revamp Twitter
159,https://techcrunch.com/2022/10/28/elon-musk-owns-twitter-the-story-so-far/,Elon Musk owns Twitter: The story so far
160,https://techcrunch.com/2022/10/28/daily-crunch-with-musks-purchase-completed-nyse-will-delist-twitter-stock-on-election-day/,"Daily Crunch: With Musk's purchase completed, NYSE will delist Twitter stock on Election Day"
161,https://www.livemint.com/news/india/delhis-air-quality-remains-in-very-poor-category-aqi-at-309-today-11667011190764.html,Delhi's air quality remains in 'very poor' category; AQI at 309 today
